⊙ 词汇	♠释义	例句	=► 词根词缀
⊙ colleague	♠n. 同事, 同行		=►  col-（=com-表“共同、一起”）+ league（表“联盟、团体”，源于拉丁语“ligare”，表“捆绑”），名词，表“同事、同僚”。
⊙ comrade	♠n. 朋友; 战友, 同志		=►  （源于西班牙语“camarada”，表“同伴、同志”，属外来借词，无典型词缀），名词，表“同志、伙伴”。
⊙ acquaintance	♠n. 认识的人, 泛泛之交; 认识; 了解		=►  acquaint（动词，表“使熟悉、认识”，“ac-”=ad-表“加强”+“quaint”表“知道”）+ -ance（名词后缀，表“状态或关系”），名词，表“熟人、相识”。
⊙ friendship	♠n. 友谊; 友情, 友好		=►  friend（表“朋友”，源自古英语“freond”）+ -ship（名词后缀，表“关系、状态”），名词，表“友谊、友情”。
⊙ affection	♠n. 喜爱, 钟爱; 爱慕		=►  affect（动词，表“影响、喜爱”，“af-”=ad-表“加强”+“fect”表“做”）+ -ion（名词后缀，表“情感或结果”），名词，表“喜爱、感情”。
⊙ stranger	♠n. 陌生人; 新来者		=►  strange（形容词，表“陌生的”，源于拉丁语“extraneus”，表“外来的”）+ -er（名词后缀，表“人”），名词，表“陌生人、外地人”。
⊙ apprentice	♠n. 学徒, 徒弟 v. 使当…的学徒		=►  （源于拉丁语“apprendere”，表“学习、学徒”，属外来借词，无典型词缀），名词，表“学徒、实习生”。
⊙ deputy	♠n. 代理人, 副手		=►  de-（表“向下、代理”）+ puty（源于拉丁语“putare”，表“考虑、任命”，字面“被任命代理的人”），名词，表“副手、代理”。
⊙ hero	♠n. 男主角, 男主人公; 英雄; 勇士		=►  （源于希腊语“heros”，表“英雄、勇士”，属外来借词，无典型词缀），名词，表“英雄、男主角”。
⊙ heroine	♠n. 女主角, 女主人公; 女英雄		=►  hero（表“英雄”）+ -ine（名词后缀，表“女性”），名词，表“女英雄、女主角”。
⊙ actress	♠n. 女演员		=►  actor（表“演员”，“act”表“表演”+“-or”表“人”）+ -ess（名词后缀，表“女性”），名词，表“女演员”。
⊙ chancellor	♠n. (德国或奥地利的)总理; (英国)财政大臣		=►  （源于拉丁语“cancellarius”，表“秘书、大臣”，属外来借词，无典型词缀），名词，表“大臣、校长（某些国家）”。
⊙ commander	♠n. 指挥官; 司令官		=►  command（动词，表“命令、指挥”，“com-”表“加强”+“mand”表“命令”）+ -er（名词后缀，表“人”），名词，表“指挥官、司令官”。
⊙ director	♠n. 导演; 主管; 理事		=►  direct（动词，表“指导、指挥”，“di-”=dis-表“分开”+“rect”表“直”）+ -or（名词后缀，表“人”），名词，表“导演、主任”。
⊙ proponent	♠n. 拥护者, 支持者		=►  pro-（表“向前、支持”）+ pon-（源于拉丁语“ponere”，表“放置、提出”）+ -ent（名词后缀，表“人”），名词，表“支持者、提议者”。
⊙ committee	♠n. 委员会		=►  commit（动词，表“委托、承诺”，“com-”表“加强”+“mit”表“发送”）+ -tee（名词后缀，表“被……的人/团体”），名词，表“委员会”。
⊙ council	♠n. 委员会; 市政委员会		=►  （源于拉丁语“concilium”，表“会议、委员会”，属外来借词，无典型词缀），名词，表“委员会、理事会”。
⊙ delegate	♠n. 代表 v. 授权, 委派		=►  de-（表“向下、委派”）+ leg-（源于拉丁语“legare”，表“派遣、委托”）+ -ate（动词/名词后缀，表“做；人”），可作动词（委派）或名词（代表）。
⊙ specialist	♠n. 专家; 专科医生		=►  special（形容词，表“特别的、专业的”，“spec”表“看”+“-ial”表“……的”）+ -ist（名词后缀，表“专业人员”），名词，表“专家、专科医生”。
⊙ consultant	♠n. 顾问; 会诊医师		=►  consult（动词，表“咨询、商议”，“con-”表“共同”+“sult”表“坐”，字面“坐在一起商议”）+ -ant（名词后缀，表“人”），名词，表“顾问、咨询顾问”。
⊙ veterinary	♠adj. 兽医的		=►  veterin-（源于拉丁语“veterinus”，表“牲畜的”）+ -ary（形容词/名词后缀，表“……的；领域”），可作形容词（兽医的）或名词（兽医）。
⊙ counsellor	♠n. 顾问, 辅导顾问; 律师		=►  counsel（动词/名词，表“建议、咨询”，“coun-”=con-表“共同”+“sel”表“商议”）+ -lor（名词后缀，表“人”，美式拼写“counselor”），名词，表“顾问、辅导员”。
⊙ solicitor	♠n. 诉状律师, 事务律师; 初级律师; 法务官		=►  solicit（动词，表“请求、招揽”，“sol-”=se-表“分开”+“cit”表“呼叫”）+ -or（名词后缀，表“人”），名词，表“初级律师（英国）、法律顾问”。
⊙ attorney	♠n. 律师; 代理人		=►  （源于法语“atorne”，表“代理人、律师”，属外来借词，无典型词缀），名词，表“律师、代理人（美式）”。
⊙ umpire	♠n. 裁判员		=►  （源于法语“nonper”，表“第三方、裁判”，属外来借词，无典型词缀），名词，表“裁判、仲裁人”。
⊙ cashier	♠n. 收银行; 出纳员		=►  cash（表“现金”）+ -ier（名词后缀，表“人”），名词，表“收银员、出纳员”。
⊙ fireman	♠n. 消防队员		=►  fire（表“火”）+ man（表“人”），属复合词，无典型词缀，名词，表“消防员”。
⊙ nurse	♠n. 护士; 保姆 v. 护理		=►  （源自古法语“nourrice”，表“奶妈、护士”，属外来借词，无典型词缀），可作名词（护士）或动词（护理）。
⊙ gardener	♠n. 园丁, 花匠		=►  garden（表“花园”，源自古法语“jardin”）+ -er（名词后缀，表“人”），名词，表“园丁、花匠”。
⊙ barber	♠n. 理发师; 理发店		=►  （源于拉丁语“barba”，表“胡须”，属外来借词，无典型词缀），名词，表“理发师（尤指男性）”。
⊙ haircut	♠n. 理发		=►  hair（表“头发”）+ cut（表“剪、切割”），属复合词，无典型词缀，名词，表“理发、发型”。
⊙ fisherman	♠n. 渔民, 渔夫, 垂钓者		=►  fisher（“fish”表“鱼”+“-er”表“人”，指“捕鱼人”）+ man（表“人”，加强指人含义），名词，表“渔民、渔夫”。
⊙ butcher	♠n. 屠夫; 杀人狂		=►  （源于古法语“bouchier”，表“屠夫、肉商”，属外来借词，无典型词缀），名词，表“屠夫、肉贩”。
⊙ groom	♠n. 马夫; 新郎 v. (给动物)刷洗; 理毛, 梳毛		=►  （源自古英语“guma”，表“男人、新郎”，属原生词，无典型词缀），可作名词（新郎、马夫）或动词（打扮、培训）。
⊙ hostage	♠n. 人质; 抵押品		=►  host（表“主人、客人”）+ -age（名词后缀，表“身份或状态”），名词，表“人质、抵押品”。
⊙ toil	♠n. 苦工, 苦活; 网, 圈套 v. 辛勤劳作, 苦干		=►  （源自古法语“toiler”，表“辛苦工作”，属外来借词，无典型词缀），可作动词（辛苦工作）或名词（苦工）。
⊙ beggar	♠n. 乞丐		=►  beg（动词，表“乞讨、恳求”，源自古英语“beggan”）+ -ar（名词后缀，表“人”），名词，表“乞丐、乞讨者”。
⊙ slave	♠n. 奴隶		=►  （源于拉丁语“sclavus”，表“奴隶”，属外来借词，无典型词缀），名词，表“奴隶、苦工”。
⊙ coward	♠n. 懦夫, 胆小鬼		=►  （源于拉丁语“cauda”，表“尾巴”，原指“像动物夹尾逃跑般胆小”，属外来借词，无典型词缀），名词，表“胆小鬼、懦夫”。
⊙ Chapter-20 行为动作	♠		=►
⊙ 单词	♠解释		=►
⊙ act	♠v. 行动 n. 行为		=►  （源自古拉丁语“agere”，表“做、行动”，属原生词，无典型词缀），可作动词（行动、表演）或名词（行为、法案）。
⊙ behave	♠v. 表现; 运转		=►  be-（表“使……”）+ have（表“持有、具有”，字面“使具有（得体）举止”），动词，表“表现、举止”。
⊙ deed	♠n. 行为; 功绩; 契约		=►  （源自古英语“dæd”，表“行为、事迹”，属原生词，无典型词缀），名词，表“行为、契约”。
⊙ accustom	♠v. 使习惯于; 使适应		=►  ac-（=ad-表“加强”）+ custom（表“习惯、习俗”），动词，表“使习惯、习惯于”。
⊙ react	♠v. 作出反应, 反应		=►  re-（表“回、反”）+ act（表“行动、做”），动词，表“反应、回应”。
⊙ respond	♠v. 回答; 响应, 作出反应		=►  re-（表“回、反”）+ spond（源于拉丁语“spondere”，表“承诺、回应”），动词，表“回应、作出反应”。
⊙ reflect	♠v. 反映; 反射		=►  re-（表“回、反”）+ flect（源于拉丁语“flectere”，表“弯曲、反射”），动词，表“反射、思考”。
⊙ bear	♠v. 生孩子; 容忍; 承担责任		=►  （源自古英语“beran”，表“承受、携带”，属原生词，无典型词缀），动词，表“承受、生育、携带”（过去式“bore”，过去分词“borne/born”）。
⊙ adopt	♠v. 收养; 采取, 采用		=►  ad-（表“加强、向”）+ opt（源于拉丁语“optare”，表“选择、采纳”），动词，表“收养、采纳”。
⊙ nourish	♠v. 滋养, 给…提供营养		=►  nour-（源于拉丁语“nutrire”，表“喂养、滋养”）+ -ish（动词后缀，表“使……”），动词，表“滋养、养育”。
⊙ mow	♠v. 割, 修剪 n. 干草堆		=►  （源自古英语“mowan”，表“割草、收割”，属原生词，无典型词缀），动词，表“割（草、麦等）”。
⊙ support	♠v. 支撑; 支持; 供养 n. 支持; 帮助		=►  sup-（=sub-表“在……之下、支持”）+ port（源于拉丁语“portare”，表“携带、支撑”），可作动词（支持、支撑）或名词（支持、支柱）。
⊙ exhale	♠v. 呼气, 呼出		=►  ex-（表“出、外”）+ hale（源于拉丁语“halare”，表“呼吸”），动词，表“呼气、呼出”。
⊙ intake	♠n. 吸入; 摄取量; 新招收者		=►  in-（表“进入、内”）+ take（表“拿、取”），属复合词，无典型词缀，名词，表“吸入量、摄入量；入口”。
⊙ revive	♠v. 苏醒; 复兴; 复活		=►  re-（表“重新、再”）+ vive（源于拉丁语“vivere”，表“活、生存”），动词，表“复活、恢复活力”。
⊙ survive	♠v. 幸存; 生存		=►  sur-（=super-表“在……之上、超越”）+ vive（源于拉丁语“vivere”，表“活、生存”），动词，表“幸存、存活”。
⊙ glare	♠v. 怒目而视; 发出强光 n. 刺眼的光; 怒视		=►  （拟声/拟态词，表“刺眼地看”，属原生词，无典型词缀），可作动词（怒视、闪耀）或名词（强光、怒视）。
⊙ glimpse	♠v. 瞥见 n. 一瞥		=►  （拟态词，表“快速瞥见”，属原生词，无典型词缀），可作动词（瞥见）或名词（一瞥）。
⊙ glance	♠v. 瞥, 迅速看一眼 n. 一瞥		=►  （拟态词，表“匆匆一看”，属原生词，无典型词缀），可作动词（扫视、瞥视）或名词（一瞥、扫视）。
⊙ peep	♠v. 窥视, 偷看 n. 偷偷一瞥		=►  （拟声词，模拟“偷看时的细微动作”，属原生词，无典型词缀），可作动词（偷看、窥视）或名词（窥视、瞥见）。
⊙ gaze	♠v. 凝视, 注视		=►  （拟态词，表“凝视、注视”，属原生词，无典型词缀），可作动词（凝视）或名词（注视）。
⊙ peer	♠v. 凝视, 盯着看 n. 同等地位的人, 同辈		=►  （源自古法语“per”，表“同等的人、凝视”，属外来借词，无典型词缀），可作名词（同龄人）或动词（凝视、窥视）。
